Month Name,Month,Year,Query Count,Query Text,Month Num,Rank,,,,,,,,,,
December,,2016,6,report accident,12,34093,,,,,,,,,,
December,,2016,6,Report traffic accident,12,34093,,,,,,,,,,
December,,2016,7,request for personal employee information,12,31551,,,,,,,,,,
December,,2016,6,residential site plan,12,34093,,,,,,,,,,
December,,2016,8,retirement,12,28780,,,,,,,,,,
December,,2016,6,richard cochran,12,34093,,,,,,,,,,
December,,2016,7,riverfront park,12,31551,,,,,,,,,,
December,,2016,7,road closures,12,31551,,,,,,,,,,
December,,2016,6,ron taylor,12,34093,,,,,,,,,,
December,,2016,9,running vehicles,12,26399,,,,,,,,,,
December,,2016,9,salaries,12,26399,,,,,,,,,,
December,,2016,37,salary,12,4896,,,,,,,,,,
December,,2016,10,sales tax,12,24413,,,,,,,,,,
December,,2016,8,Sawyers,12,28780,,,,,,,,,,
December,,2016,8,school crossing guard,12,28780,,,,,,,,,,
December,,2016,10,schools,12,24413,,,,,,,,,,
December,,2016,13,self service,12,20168,,,,,,,,,,
December,,2016,11,Self service,12,22840,,,,,,,,,,
December,,2016,7,Selling cars in yard,12,31551,,,,,,,,,,
December,,2016,12,senior services,12,21410,,,,,,,,,,
December,,2016,7,sewer,12,31551,,,,,,,,,,
December,,2016,10,sex offender registry,12,24413,,,,,,,,,,
December,,2016,22,sheriff,12,10472,,,,,,,,,,
December,,2016,12,Sheriff,12,21410,,,,,,,,,,
December,,2016,7,sheriff policy,12,31551,,,,,,,,,,
December,,2016,8,short term rent,12,28780,,,,,,,,,,
December,,2016,33,short term rental,12,5822,,,,,,,,,,
December,,2016,6,Short term rental,12,34093,,,,,,,,,,
December,,2016,6,short term rentals,12,34093,,,,,,,,,,
December,,2016,7,sick leave,12,31551,,,,,,,,,,
December,,2016,8,sign in,12,28780,,,,,,,,,,
December,,2016,6,storm water,12,34093,,,,,,,,,,
December,,2016,7,storm water dept,12,31551,,,,,,,,,,
December,,2016,20,stormwater,12,11950,,,,,,,,,,
December,,2016,7,street parking,12,31551,,,,,,,,,,
December,,2016,14,strp,12,18917,,,,,,,,,,
December,,2016,8,subdivision regulations,12,28780,,,,,,,,,,
December,,2016,11,Susan L Becker,12,22840,,,,,,,,,,
December,,2016,19,sweeping,12,12942,,,,,,,,,,
December,,2016,8,tax,12,28780,,,,,,,,,,
December,,2016,10,tax assessor,12,24413,,,,,,,,,,
December,,2016,7,taxes,12,31551,,,,,,,,,,
December,,2016,6,Title VI training,12,34093,,,,,,,,,,
December,,2016,8,Tony,12,28780,,,,,,,,,,
December,,2016,8,tony neumaier,12,28780,,,,,,,,,,
December,,2016,14,traffic,12,18917,,,,,,,,,,
December,,2016,7,traffic accident reports,12,31551,,,,,,,,,,
December,,2016,13,traffic accidents,12,20168,,,,,,,,,,
December,,2016,7,traffic tickets,12,31551,,,,,,,,,,
December,,2016,10,training,12,24413,,,,,,,,,,
December,,2016,9,Trash,12,26399,,,,,,,,,,
December,,2016,8,trash,12,28780,,,,,,,,,,
December,,2016,6,trash pick up,12,34093,,,,,,,,,,
December,,2016,18,Trash pickup,12,13846,,,,,,,,,,
December,,2016,7,trash pickup,12,31551,,,,,,,,,,
December,,2016,20,trustee,12,11950,,,,,,,,,,
December,,2016,6,tuition reimbursement,12,34093,,,,,,,,,,
December,,2016,8,vacation accrual,12,28780,,,,,,,,,,
December,,2016,6,vacation leave,12,34093,,,,,,,,,,
December,,2016,6,Variance,12,34093,,,,,,,,,,
December,,2016,6,Vehicle registration,12,34093,,,,,,,,,,
December,,2016,6,vehicle registration,12,34093,,,,,,,,,,
December,,2016,6,velvet hunter,12,34093,,,,,,,,,,
December,,2016,6,Vendor License FORMS,12,34093,,,,,,,,,,
December,,2016,6,virtual job fair,12,34093,,,,,,,,,,
December,,2016,6,volunteer,12,34093,,,,,,,,,,
December,,2016,11,walter d. butler,12,22840,,,,,,,,,,
December,,2016,7,warrant,12,31551,,,,,,,,,,
December,,2016,6,Warrant search,12,34093,,,,,,,,,,
December,,2016,22,Warrants,12,10472,,,,,,,,,,
December,,2016,18,warrants,12,13846,,,,,,,,,,
December,,2016,8,waste,12,28780,,,,,,,,,,
December,,2016,35,water,12,5316,,,,,,,,,,
December,,2016,17,Water,12,15102,,,,,,,,,,
December,,2016,6,water services,12,34093,,,,,,,,,,
December,,2016,7,web pro,12,31551,,,,,,,,,,
December,,2016,22,webpro,12,10472,,,,,,,,,,
December,,2016,10,Webpro,12,24413,,,,,,,,,,
December,,2016,8,WEDDING,12,28780,,,,,,,,,,
December,,2016,6,What form of local government does Nashville have,12,34093,,,,,,,,,,
December,,2016,9,wic,12,26399,,,,,,,,,,
December,,2016,6,Women inmates,12,34093,,,,,,,,,,
December,,2016,12,youtube,12,21410,,,,,,,,,,
December,,2016,61,zoning,12,2207,,,,,,,,,,
December,,2016,8,zoning code,12,28780,,,,,,,,,,
December,,2016,11,zoning department,12,22840,,,,,,,,,,
December,,2016,9,zoning map,12,26399,,,,,,,,,,
December,,2016,10,zoning ordinance,12,24413,,,,,,,,,,
January,,2014,10,10 most wanted,1,24413,,,,,,,,,,
January,,2014,8,2012 pay plan,1,28780,,,,,,,,,,
January,,2014,6,2014 crime reports,1,34093,,,,,,,,,,
January,,2014,7,20th,1,31551,,,,,,,,,,
January,,2014,13,8.12.020,1,20168,,,,,,,,,,
January,,2014,9,about me,1,26399,,,,,,,,,,
January,,2014,28,accident report,1,7373,,,,,,,,,,
January,,2014,7,Accident report,1,31551,,,,,,,,,,
January,,2014,8,accident report form,1,28780,,,,,,,,,,
January,,2014,13,accident reports,1,20168,,,,,,,,,,
January,,2014,6,Active inmates,1,34093,,,,,,,,,,
January,,2014,6,active warrant,1,34093,,,,,,,,,,
January,,2014,6,Adult education,1,34093,,,,,,,,,,
January,,2014,6,agricultural zoning,1,34093,,,,,,,,,,
January,,2014,7,Alan espinoza,1,31551,,,,,,,,,,
January,,2014,7,alarm permit,1,31551,,,,,,,,,,
January,,2014,5,amazon.com,1,34913,,,,,,,,,,
January,,2014,9,Animal,1,26399,,,,,,,,,,
January,,2014,6,animal,1,34093,,,,,,,,,,
January,,2014,46,animal control,1,3497,,,,,,,,,,
January,,2014,13,Animal control,1,20168,,,,,,,,,,
January,,2014,10,animal shelter,1,24413,,,,,,,,,,
January,,2014,7,Application for Metro electrical license,1,31551,,,,,,,,,,
January,,2014,6,archive,1,34093,,,,,,,,,,
January,,2014,6,archives newspapers Nashville tn,1,34093,,,,,,,,,,
January,,2014,13,arrest,1,20168,,,,,,,,,,
January,,2014,6,arrest list,1,34093,,,,,,,,,,
January,,2014,46,arrest records,1,3497,,,,,,,,,,
January,,2014,11,arrest records by name,1,22840,,,,,,,,,,
January,,2014,23,arrests,1,9894,,,,,,,,,,
January,,2014,7,Arrests,1,31551,,,,,,,,,,
January,,2014,6,ashton park,1,34093,,,,,,,,,,
January,,2014,17,assessor,1,15102,,,,,,,,,,
January,,2014,13,assessor of property,1,20168,,,,,,,,,,
January,,2014,22,associated bond,1,10472,,,,,,,,,,
January,,2014,21,auction,1,11275,,,,,,,,,,
January,,2014,5,Auction,1,34913,,,,,,,,,,
January,,2014,8,auctions,1,28780,,,,,,,,,,
January,,2014,5,auto accident report,1,34913,,,,,,,,,,
January,,2014,15,backflow,1,17757,,,,,,,,,,
January,,2014,6,ballpark,1,34093,,,,,,,,,,
January,,2014,8,bank of america,1,28780,,,,,,,,,,
January,,2014,6,BAO,1,34093,,,,,,,,,,
January,,2014,7,Basketball goals,1,31551,,,,,,,,,,
January,,2014,10,beer board,1,24413,,,,,,,,,,
January,,2014,13,ben west library,1,20168,,,,,,,,,,
January,,2014,7,benefit board,1,31551,,,,,,,,,,
January,,2014,5,benefit self service,1,34913,,,,,,,,,,
January,,2014,12,benefits,1,21410,,,,,,,,,,
January,,2014,9,bid,1,26399,,,,,,,,,,
January,,2014,29,bidding,1,7012,,,,,,,,,,
January,,2014,14,bids,1,18917,,,,,,,,,,
January,,2014,6,bills introduction by Ron Nollner,1,34093,,,,,,,,,,
January,,2014,11,BIO RETENTION PLANTING,1,22840,,,,,,,,,,
January,,2014,10,BIORETENTION,1,24413,,,,,,,,,,
January,,2014,17,birth certificate,1,15102,,,,,,,,,,
January,,2014,7,birth certificates,1,31551,,,,,,,,,,
January,,2014,9,BL2011-75,1,26399,,,,,,,,,,
January,,2014,6,BL2014-653,1,34093,,,,,,,,,,
January,,2014,9,bond amounts,1,26399,,,,,,,,,,
January,,2014,6,bond form,1,34093,,,,,,,,,,
January,,2014,12,bond reductions,1,21410,,,,,,,,,,
January,,2014,17,booking,1,15102,,,,,,,,,,
January,,2014,14,budget,1,18917,,,,,,,,,,
January,,2014,9,building permit,1,26399,,,,,,,,,,
January,,2014,7,building permit fees,1,31551,,,,,,,,,,
January,,2014,18,building permits,1,13846,,,,,,,,,,
January,,2014,26,business license,1,8239,,,,,,,,,,
January,,2014,8,buzzsaw,1,28780,,,,,,,,,,
January,,2014,10,car auctions,1,24413,,,,,,,,,,
January,,2014,9,car tags,1,26399,,,,,,,,,,
January,,2014,10,car titles,1,24413,,,,,,,,,,
January,,2014,7,career,1,31551,,,,,,,,,,
January,,2014,23,careers,1,9894,,,,,,,,,,
January,,2014,6,castleman drive,1,34093,,,,,,,,,,
January,,2014,7,ccc,1,31551,,,,,,,,,,
January,,2014,14,cemetery,1,18917,,,,,,,,,,
January,,2014,6,central wastewater treatment plant,1,34093,,,,,,,,,,
January,,2014,8,chancery court,1,28780,,,,,,,,,,
January,,2014,6,chaplain,1,34093,,,,,,,,,,
January,,2014,6,charles wesley tomlin,1,34093,,,,,,,,,,
January,,2014,7,charter for residency for Metro employees,1,31551,,,,,,,,,,
January,,2014,7,chicken,1,31551,,,,,,,,,,
January,,2014,7,child support,1,31551,,,,,,,,,,
January,,2014,6,childcare,1,34093,,,,,,,,,,
January,,2014,5,childcare listing,1,34913,,,,,,,,,,
January,,2014,8,Christmas tree,1,28780,,,,,,,,,,
January,,2014,7,christmas tree,1,31551,,,,,,,,,,
January,,2014,7,circuit court,1,31551,,,,,,,,,,
January,,2014,7,city of brentwood,1,31551,,,,,,,,,,
January,,2014,24,civil service,1,9261,,,,,,,,,,
January,,2014,7,civil service commission,1,31551,,,,,,,,,,
January,,2014,25,civil service rules,1,8768,,,,,,,,,,
January,,2014,6,cocaine,1,34093,,,,,,,,,,
January,,2014,37,codes,1,4896,,,,,,,,,,
January,,2014,9,Codes,1,26399,,,,,,,,,,
January,,2014,9,codes administration,1,26399,,,,,,,,,,
January,,2014,6,Codes administration,1,34093,,,,,,,,,,
January,,2014,8,codes department,1,28780,,,,,,,,,,
January,,2014,6,community center,1,34093,,,,,,,,,,
January,,2014,7,community centers,1,31551,,,,,,,,,,
January,,2014,16,community education,1,16227,,,,,,,,,,
January,,2014,8,company code,1,28780,,,,,,,,,,
January,,2014,6,construction and demolition recycling facility,1,34093,,,,,,,,,,
January,,2014,6,construction notice ordinance,1,34093,,,,,,,,,,
January,,2014,7,construction notification ordinance,1,31551,,,,,,,,,,
January,,2014,7,contract bids,1,31551,,,,,,,,,,
January,,2014,6,contractors License bond form,1,34093,,,,,,,,,,
January,,2014,5,copy of police report,1,34913,,,,,,,,,,
January,,2014,6,council term limits,1,34093,,,,,,,,,,
January,,2014,6,counterfit money,1,34093,,,,,,,,,,
January,,2014,11,county clerk,1,22840,,,,,,,,,,
January,,2014,10,court,1,24413,,,,,,,,,,
January,,2014,7,court clerk,1,31551,,,,,,,,,,
January,,2014,11,court forms,1,22840,,,,,,,,,,
January,,2014,17,courts,1,15102,,,,,,,,,,
January,,2014,6,Crime,1,34093,,,,,,,,,,
January,,2014,8,crime map,1,28780,,,,,,,,,,
January,,2014,7,criminal,1,31551,,,,,,,,,,
January,,2014,35,criminal court,1,5316,,,,,,,,,,
January,,2014,61,criminal court clerk,1,2207,,,,,,,,,,
January,,2014,6,Criminal court clerk,1,34093,,,,,,,,,,
January,,2014,8,criminal records,1,28780,,,,,,,,,,
January,,2014,6,Criminal records,1,34093,,,,,,,,,,
January,,2014,14,criminal report,1,18917,,,,,,,,,,
January,,2014,11,criminal search,1,22840,,,,,,,,,,
January,,2014,7,custodian application,1,31551,,,,,,,,,,
January,,2014,6,daily arrest,1,34093,,,,,,,,,,
January,,2014,9,davidson county clerk,1,26399,,,,,,,,,,
January,,2014,6,Debbie Miller Phillips,1,34093,,,,,,,,,,
January,,2014,7,deeds,1,31551,,,,,,,,,,
January,,2014,8,delayed accident report,1,28780,,,,,,,,,,
January,,2014,6,demographics,1,34093,,,,,,,,,,
January,,2014,5,demolition permit,1,34913,,,,,,,,,,
January,,2014,7,dental,1,31551,,,,,,,,,,
January,,2014,13,development tracker,1,20168,,,,,,,,,,
January,,2014,9,Director of electrical codes,1,26399,,,,,,,,,,
January,,2014,13,directory,1,20168,,,,,,,,,,
January,,2014,6,divorce records,1,34093,,,,,,,,,,
January,,2014,6,dmv,1,34093,,,,,,,,,,
January,,2014,7,dog ordinance,1,31551,,,,,,,,,,
January,,2014,11,Douglas head start,1,22840,,,,,,,,,,
January,,2014,12,downtown code,1,21410,,,,,,,,,,
January,,2014,6,drink up nashville project,1,34093,,,,,,,,,,
January,,2014,7,drivers license,1,31551,,,,,,,,,,
January,,2014,6,drug bust,1,34093,,,,,,,,,,
January,,2014,5,dump,1,34913,,,,,,,,,,
January,,2014,12,e bid,1,21410,,,,,,,,,,
January,,2014,6,E permits,1,34093,,,,,,,,,,
January,,2014,6,e permits,1,34093,,,,,,,,,,
January,,2014,6,EASEMENT FOR PIN HOOK RD,1,34093,,,,,,,,,,
January,,2014,7,"easements, gateway pedestrian bridge",1,31551,,,,,,,,,,
January,,2014,7,"east Nashville ,tn 37207",1,31551,,,,,,,,,,
January,,2014,5,east precinct,1,34913,,,,,,,,,,
January,,2014,223,ebid,1,92,,,,,,,,,,
January,,2014,18,Ebid,1,13846,,,,,,,,,,
January,,2014,10,EBID,1,24413,,,,,,,,,,
January,,2014,5,ebid auction,1,34913,,,,,,,,,,
January,,2014,7,ebid nashville,1,31551,,,,,,,,,,
January,,2014,11,ebid.nashville.gov,1,22840,,,,,,,,,,
January,,2014,8,edgar Rodríguez,1,28780,,,,,,,,,,
January,,2014,10,edmondson,1,24413,,,,,,,,,,
January,,2014,9,election commission,1,26399,,,,,,,,,,
January,,2014,5,electrical permits,1,34913,,,,,,,,,,
January,,2014,14,email,1,18917,,,,,,,,,,
January,,2014,6,emergency management,1,34093,,,,,,,,,,
January,,2014,9,emissions testing,1,26399,,,,,,,,,,
January,,2014,7,employee directory,1,31551,,,,,,,,,,
January,,2014,6,employee discount programs,1,34093,,,,,,,,,,
January,,2014,10,employee discounts,1,24413,,,,,,,,,,
January,,2014,30,employee self service,1,6674,,,,,,,,,,
January,,2014,75,employment,1,1565,,,,,,,,,,
January,,2014,8,Employment,1,28780,,,,,,,,,,
January,,2014,22,employment opportunities,1,10472,,,,,,,,,,
January,,2014,6,Encroachments in roadway,1,34093,,,,,,,,,,
January,,2014,6,english only,1,34093,,,,,,,,,,
January,,2014,44,ess,1,3772,,,,,,,,,,
January,,2014,12,ess.nashville.gov,1,21410,,,,,,,,,,
January,,2014,9,FAR,1,26399,,,,,,,,,,
January,,2014,5,fec,1,34913,,,,,,,,,,
January,,2014,7,feild training officers,1,31551,,,,,,,,,,
January,,2014,5,fence setback requirements,1,34913,,,,,,,,,,
January,,2014,5,FESSLERS LANE,1,34913,,,,,,,,,,
January,,2014,15,fiber optic design,1,17757,,,,,,,,,,
January,,2014,6,fiber optic design standards,1,34093,,,,,,,,,,
January,,2014,6,field training officers,1,34093,,,,,,,,,,
January,,2014,5,file accident report,1,34913,,,,,,,,,,
January,,2014,11,finance,1,22840,,,,,,,,,,
January,,2014,7,fingerprinting,1,31551,,,,,,,,,,
January,,2014,6,Fire Code Violation Fines,1,34093,,,,,,,,,,
January,,2014,10,fire department,1,24413,,,,,,,,,,
January,,2014,6,fire department annual report,1,34093,,,,,,,,,,
January,,2014,7,flood,1,31551,,,,,,,,,,
January,,2014,5,flood buyout audit,1,34913,,,,,,,,,,
January,,2014,8,flu shots,1,28780,,,,,,,,,,
January,,2014,8,Flu shots,1,28780,,,,,,,,,,
January,,2014,11,fmla,1,22840,,,,,,,,,,
January,,2014,12,food stamps,1,21410,,,,,,,,,,
January,,2014,6,Food vendor,1,34093,,,,,,,,,,
January,,2014,6,Food Vendor license,1,34093,,,,,,,,,,
January,,2014,20,forms,1,11950,,,,,,,,,,
January,,2014,7,Get Covered Nashville,1,31551,,,,,,,,,,
January,,2014,49,gis,1,3146,,,,,,,,,,
January,,2014,8,GIS,1,28780,,,,,,,,,,
January,,2014,27,google,1,7822,,,,,,,,,,
January,,2014,5,green infrastructure,1,34913,,,,,,,,,,
January,,2014,5,harrison bay,1,34913,,,,,,,,,,
January,,2014,19,health department,1,12942,,,,,,,,,,
January,,2014,6,hiring jobs,1,34093,,,,,,,,,,
January,,2014,15,holidays,1,17757,,,,,,,,,,
January,,2014,10,homicide victims,1,24413,,,,,,,,,,
January,,2014,18,housing,1,13846,,,,,,,,,,
January,,2014,11,hr,1,22840,,,,,,,,,,
January,,2014,73,human resources,1,1641,,,,,,,,,,
January,,2014,13,Ice skating,1,20168,,,,,,,,,,
January,,2014,10,ice skating,1,24413,,,,,,,,,,
January,,2014,21,im,1,11275,,,,,,,,,,
January,,2014,6,immigrant community assessment,1,34093,,,,,,,,,,
January,,2014,12,impound auction,1,21410,,,,,,,,,,
January,,2014,5,income eligibility,1,34913,,,,,,,,,,
January,,2014,15,increment,1,17757,,,,,,,,,,
January,,2014,8,increments,1,28780,,,,,,,,,,
January,,2014,8,industry classification,1,28780,,,,,,,,,,
January,,2014,9,information security,1,26399,,,,,,,,,,
January,,2014,6,ing,1,34093,,,,,,,,,,
January,,2014,7,inmate,1,31551,,,,,,,,,,
January,,2014,24,inmate search,1,9261,,,,,,,,,,
January,,2014,6,Inmate search,1,34093,,,,,,,,,,
January,,2014,35,inside metro,1,5316,,,,,,,,,,
January,,2014,7,inside metro website address,1,31551,,,,,,,,,,
January,,2014,6,interactive map,1,34093,,,,,,,,,,
January,,2014,6,intergovernmental agreement city of brentwood,1,34093,,,,,,,,,,
January,,2014,13,internet crimes against children,1,20168,,,,,,,,,,
January,,2014,11,internship,1,22840,,,,,,,,,,
January,,2014,9,internships,1,26399,,,,,,,,,,
January,,2014,17,iprocurement,1,15102,,,,,,,,,,
January,,2014,8,isupplier,1,28780,,,,,,,,,,
January,,2014,16,its,1,16227,,,,,,,,,,
January,,2014,8,jail,1,28780,,,,,,,,,,
January,,2014,5,JAIL,1,34913,,,,,,,,,,
January,,2014,7,james duncan,1,31551,,,,,,,,,,
January,,2014,6,james robertson parkway,1,34093,,,,,,,,,,
January,,2014,11,japan,1,22840,,,,,,,,,,
January,,2014,9,job,1,26399,,,,,,,,,,
January,,2014,8,job descriptions,1,28780,,,,,,,,,,
January,,2014,5,job lists,1,34913,,,,,,,,,,
January,,2014,15,job openings,1,17757,,,,,,,,,,
January,,2014,76,jobs,1,1527,,,,,,,,,,
January,,2014,17,Jobs,1,15102,,,,,,,,,,
January,,2014,8,jobs opening,1,28780,,,,,,,,,,
January,,2014,5,juvenile detention,1,34913,,,,,,,,,,
January,,2014,18,kiva,1,13846,,,,,,,,,,
January,,2014,7,Lakeside Cove,1,31551,,,,,,,,,,
January,,2014,6,land use table,1,34093,,,,,,,,,,
January,,2014,8,last will and beneficiaries results,1,28780,,,,,,,,,,
January,,2014,18,leash law,1,13846,,,,,,,,,,
January,,2014,29,library,1,7012,,,,,,,,,,
January,,2014,10,license renewal,1,24413,,,,,,,,,,
January,,2014,8,lisa carol hall,1,28780,,,,,,,,,,
January,,2014,5,Lisa Howe,1,34913,,,,,,,,,,
January,,2014,8,login,1,28780,,,,,,,,,,
January,,2014,6,madison precinct,1,34093,,,,,,,,,,
January,,2014,10,map,1,24413,,,,,,,,,,
January,,2014,10,mapping,1,24413,,,,,,,,,,
January,,2014,7,mapping gis,1,31551,,,,,,,,,,
January,,2014,97,maps,1,992,,,,,,,,,,
January,,2014,12,Maps,1,21410,,,,,,,,,,
January,,2014,15,marriage license,1,17757,,,,,,,,,,
January,,2014,8,marriage records,1,28780,,,,,,,,,,
January,,2014,9,mccabe,1,26399,,,,,,,,,,
January,,2014,9,mdha,1,26399,,,,,,,,,,
January,,2014,6,MDHA redevelopment districts,1,34093,,,,,,,,,,
January,,2014,24,media release,1,9261,,,,,,,,,,
January,,2014,8,Media release,1,28780,,,,,,,,,,
January,,2014,53,media releases,1,2784,,,,,,,,,,
January,,2014,18,Media releases,1,13846,,,,,,,,,,
January,,2014,8,metro 3,1,28780,,,,,,,,,,
January,,2014,12,metro action,1,21410,,,,,,,,,,
January,,2014,16,metro action commission,1,16227,,,,,,,,,,
January,,2014,6,metro charter,1,34093,,,,,,,,,,
January,,2014,7,metro clerk,1,31551,,,,,,,,,,
January,,2014,12,metro contracts,1,21410,,,,,,,,,,
January,,2014,12,Metro electrical license,1,21410,,,,,,,,,,
January,,2014,10,metro holidays,1,24413,,,,,,,,,,
January,,2014,13,metro maps,1,20168,,,,,,,,,,
January,,2014,6,metro parks,1,34093,,,,,,,,,,
January,,2014,16,metro pay plan,1,16227,,,,,,,,,,
January,,2014,6,metro police,1,34093,,,,,,,,,,
January,,2014,6,metro police department,1,34093,,,,,,,,,,
January,,2014,10,metro public schools,1,24413,,,,,,,,,,
January,,2014,16,metro water,1,16227,,,,,,,,,,
January,,2014,10,metro water services,1,24413,,,,,,,,,,
January,,2014,6,metropolitan action commission,1,34093,,,,,,,,,,
January,,2014,11,mnps,1,22840,,,,,,,,,,
January,,2014,6,most wanted,1,34093,,,,,,,,,,
January,,2014,13,mugshot,1,20168,,,,,,,,,,
January,,2014,22,mugshots,1,10472,,,,,,,,,,
January,,2014,6,Mugshots,1,34093,,,,,,,,,,
January,,2014,6,music city center,1,34093,,,,,,,,,,
January,,2014,9,nashville metro police,1,26399,,,,,,,,,,
January,,2014,7,nashville most wanted,1,31551,,,,,,,,,,
January,,2014,8,nataly lopez,1,28780,,,,,,,,,,
January,,2014,5,necat,1,34913,,,,,,,,,,
January,,2014,7,news channel 5,1,31551,,,,,,,,,,
January,,2014,26,news media,1,8239,,,,,,,,,,
January,,2014,5,newsletter,1,34913,,,,,,,,,,
January,,2014,6,noise,1,34093,,,,,,,,,,
January,,2014,7,noise complaint,1,31551,,,,,,,,,,
January,,2014,7,noise ordinance,1,31551,,,,,,,,,,
January,,2014,10,nondiscrimination,1,24413,,,,,,,,,,
January,,2014,10,notary,1,24413,,,,,,,,,,
January,,2014,19,Obstructions in the street,1,12942,,,,,,,,,,
January,,2014,5,Occupancy tax,1,34913,,,,,,,,,,
January,,2014,9,oem,1,26399,,,,,,,,,,
January,,2014,5,office hours,1,34913,,,,,,,,,,
January,,2014,10,okinawa japan,1,24413,,,,,,,,,,
January,,2014,10,online applications,1,24413,,,,,,,,,,
January,,2014,8,online property maps,1,28780,,,,,,,,,,
January,,2014,5,ordinance no. bl2009-586,1,34913,,,,,,,,,,
January,,2014,33,parking,1,5822,,,,,,,,,,
January,,2014,6,parking ordinance,1,34093,,,,,,,,,,
January,,2014,6,parking spaces,1,34093,,,,,,,,,,
January,,2014,13,parks,1,20168,,,,,,,,,,
January,,2014,6,parks and recreation,1,34093,,,,,,,,,,
January,,2014,10,parthenon,1,24413,,,,,,,,,,
January,,2014,9,Parthenon,1,26399,,,,,,,,,,
January,,2014,13,pay plan,1,20168,,,,,,,,,,
January,,2014,5,Pay Plan 2014,1,34913,,,,,,,,,,
January,,2014,6,pay property taxes,1,34093,,,,,,,,,,
January,,2014,12,pay scale,1,21410,,,,,,,,,,
January,,2014,27,payroll,1,7822,,,,,,,,,,
January,,2014,6,paystubs,1,34093,,,,,,,,,,
January,,2014,6,pedestrian benefit zone,1,34093,,,,,,,,,,
January,,2014,14,pedestrian bridges,1,18917,,,,,,,,,,
January,,2014,9,permit,1,26399,,,,,,,,,,
January,,2014,6,Permit,1,34093,,,,,,,,,,
January,,2014,9,permit bond,1,26399,,,,,,,,,,
January,,2014,25,permits,1,8768,,,,,,,,,,
January,,2014,6,pet food contract,1,34093,,,,,,,,,,
January,,2014,5,phillips jackson redevelopment district,1,34913,,,,,,,,,,
January,,2014,6,phone number,1,34093,,,,,,,,,,
January,,2014,28,planning,1,7373,,,,,,,,,,
January,,2014,8,planning commission,1,28780,,,,,,,,,,
January,,2014,12,planning department,1,21410,,,,,,,,,,
January,,2014,5,plumbing license,1,34913,,,,,,,,,,
January,,2014,62,police,1,2152,,,,,,,,,,
January,,2014,17,Police,1,15102,,,,,,,,,,
January,,2014,23,police department,1,9894,,,,,,,,,,
January,,2014,10,police media release,1,24413,,,,,,,,,,
January,,2014,15,police report,1,17757,,,,,,,,,,
January,,2014,17,police reports,1,15102,,,,,,,,,,
January,,2014,7,police training academy,1,31551,,,,,,,,,,
January,,2014,15,popular restaurants,1,17757,,,,,,,,,,
January,,2014,7,population,1,31551,,,,,,,,,,
January,,2014,7,probate,1,31551,,,,,,,,,,
January,,2014,22,procurement,1,10472,,,,,,,,,,
January,,2014,10,procurement code,1,24413,,,,,,,,,,
January,,2014,27,property,1,7822,,,,,,,,,,
January,,2014,11,property assessment,1,22840,,,,,,,,,,
January,,2014,45,property assessor,1,3654,,,,,,,,,,
January,,2014,6,property description,1,34093,,,,,,,,,,
January,,2014,7,property limes,1,31551,,,,,,,,,,
January,,2014,9,property map,1,26399,,,,,,,,,,
January,,2014,112,property maps,1,752,,,,,,,,,,
January,,2014,8,Property maps,1,28780,,,,,,,,,,
January,,2014,6,property owner,1,34093,,,,,,,,,,
January,,2014,19,property records,1,12942,,,,,,,,,,
January,,2014,6,property search,1,34093,,,,,,,,,,
January,,2014,90,property tax,1,1136,,,,,,,,,,
January,,2014,12,Property tax,1,21410,,,,,,,,,,
January,,2014,7,PROPERTY TAX,1,31551,,,,,,,,,,
January,,2014,9,property tax records,1,26399,,,,,,,,,,
January,,2014,50,property taxes,1,3044,,,,,,,,,,
January,,2014,14,Property taxes,1,18917,,,,,,,,,,
January,,2014,7,proprietary insurance companies,1,31551,,,,,,,,,,
January,,2014,9,prostitution,1,26399,,,,,,,,,,
January,,2014,7,public arrest records,1,31551,,,,,,,,,,
January,,2014,8,public case information,1,28780,,,,,,,,,,
January,,2014,18,public records,1,13846,,,,,,,,,,
January,,2014,7,public schools,1,31551,,,,,,,,,,
January,,2014,22,public works,1,10472,,,,,,,,,,
January,,2014,28,pump station,1,7373,,,,,,,,,,
January,,2014,13,purchasing,1,20168,,,,,,,,,,
January,,2014,8,quick claim deed,1,28780,,,,,,,,,,
January,,2014,6,r-20 zoning,1,34093,,,,,,,,,,
January,,2014,7,recent arrest records,1,31551,,,,,,,,,,
January,,2014,10,recent bookings,1,24413,,,,,,,,,,
January,,2014,9,reconnect fees for water service,1,26399,,,,,,,,,,
January,,2014,10,records,1,24413,,,,,,,,,,
January,,2014,7,recycle,1,31551,,,,,,,,,,
January,,2014,16,recycling,1,16227,,,,,,,,,,
January,,2014,26,register of deeds,1,8239,,,,,,,,,,
January,,2014,8,report accident,1,28780,,,,,,,,,,
January,,2014,9,Residency ordinance,1,26399,,,,,,,,,,
January,,2014,6,restaurant inspection reports,1,34093,,,,,,,,,,
January,,2014,5,rezoning,1,34913,,,,,,,,,,
January,,2014,18,rfp,1,13846,,,,,,,,,,
January,,2014,8,RFP,1,28780,,,,,,,,,,
January,,2014,8,road closures,1,28780,,,,,,,,,,
January,,2014,6,road delays,1,34093,,,,,,,,,,
January,,2014,8,road improvements project,1,28780,,,,,,,,,,
January,,2014,6,robert kelley,1,34093,,,,,,,,,,
